Katharine Hepburn,Connecticut
Yuckmouth,California
John Williams,New York
Billy Mintz,New York
Jake Stanczak,New York
Encyclopedia of American Traitors,Pennsylvania
Scalp,California
Yellow Fever,Texas
Kwisatz Haderach,Virginia
Hi Sko,California
Day Laborers & Petty Intellectuals,Washington
Björn Vollmer,Pennsylvania
Thinking Fellers Union Local 282,California
Patrick Woods,Indiana
Isaiah Park,Florida
Completely Destroyed,Rhode Island
Michael Angelakos,New Jersey
Journalism,New York
Martin Sexton,New York
Eric Milnes,New York
Waking Giants,Florida
Falling Fences,Missouri
100 Watt Vipers,Florida
Stan Stewart,Kentucky
The Lions Rampant,Kentucky
Orange Hat,Georgia
The Lemons,Illinois
The Vibration,New York
Duck Soup,Texas
Sha Sha Jones,Oklahoma
Akiva Goldsman,New York
Take Offense,California
Ring of Kerry,Minnesota
Charlie Roth & The Healers,Minnesota
Heidi Swedberg and the Sukey Jump Band,New Mexico
Heidi Swedberg,Hawaii
Brian Mayhall,Louisiana
Meagan Chandler,Colorado
Gibraltar,Washington
Vince Delgado,California
Kiana June Weber,Michigan
Viral Sound,Rhode Island
Girlpope,New York
Gwala X,Michigan
Adam Schlesinger,New York
David Silveria,California
Do or Die,California
Dejon,Louisiana
Derrick Green,Ohio
Bayou Boy,Louisiana
Manny Lee,Louisiana
Lil' Slim,Louisiana
Crisstyle,Louisiana
N-Dow,Louisiana
Blood Feathers,Pennsylvania
Rin Tin Tiger,California
Baby Face Assassins,California
Die Princess Die,California
Crom-Tech,"Washington, D.C."
Deanna Loveland,Maryland
Luther Dickinson,Tennessee
Native Rhythm,New York
Spanish for 100,Washington
Ross McGilvray,Washington
Corey Passons,Washington
Natalie Oliveri,Illinois
Chris Crumpler,Washington
Craig Sheppard,Pennsylvania
Att Will,California
Stuart Ross,New York
Cody Dickinson,Tennessee
Mary Gibbons,California
White Reaper,Kentucky
Stoney Cooper,West Virginia
Diamond District,"Washington, D.C."
Johnny Stewart,"Washington, D.C."
Eric Dill,Indiana
Oh Susanna,Massachusetts
Chris Ward,New York
Space Needle,Rhode Island
Pinky's,Tennessee
Reporter,New York
Ashes to Ashes,Pennsylvania
Roll Acosta,Arizona
Da 5 Footaz,California
John Powell,Virginia
Stephanie Kurtzuba,Nebraska
Grant Maloy Smith,Florida
Bobby Cannavale,New Jersey
Eden Duncan-Smith,New York
Quvenzhané Wallis,Louisiana
Chimera,Colorado
Winter’s Wake,New York
Driftwood,New York
Peter Turre,California
Charly Bliss,New York
JAN-e,Virginia
Cal Smith,Kentucky
Jim Roberti,Pennsylvania
Izler Solomon,Minnesota
Mark Chavez,California
Beatrice Nine,California
Farley Jackmaster Funk,Illinois
Josh Groban,California
Bud Landress,Georgia
Mark Adams,Indiana
Earl McDonald,Kentucky
Jigmastas,New York
Burnt Books,South Carolina
Missy Mazzoli,Pennsylvania
Luther 'Georgia Boy' Johnson,Georgia
Dave DeRoo,California
The Lapse,New York
Susan L. Taylor,New York
Caressa,California
King Llama,California
High Meadows Communion,Tennessee
Striking Matches,Tennessee
Nerve Factor,California
Adam MacDougall,New York
Tom “Blues Man” Hunter,Arkansas
Cale Tyson,Texas
Howard Leese,California
Buzzherd,Pennsylvania
The Soul Survivors,Illinois
Sunlord,New York
Slam Donahue,New York
The National Splits,Illinois
Black Dawn,New York
Joë Bridge,New York
The Jelly Beans,New Jersey
Libra,Maryland
Continuum,California
Lil Ext3ndo,Louisiana
Bird Ate My Donut,Illinois
Gilbert Seeley,Illinois
Drew Smith's Lonely Choir,Texas
Fatal Flying Guilloteens,Texas
Lamar Cole,Alabama
Travis County Pickin',Texas
Drive-Thru Pharmacy,New Jersey
Charlotte Kate Fox,New Mexico
Stampede,Kentucky
The Evolution Control Committee,Ohio
A Legacy Unwritten,Georgia
Richard Landis,New York
Ethan Sperry,New York
Dawit Eklund,Virginia
Drownbeat,Illinois
Drenched in Sin,Georgia
Box Car Racer,California
Rebel Flesh,Texas
Jeremiah Lloyd Harmon,Louisiana
Art Kassel,Illinois
Glory Crampton,New York
Andy Shernoff,New York
Renko,California
Tennessee Ernie Ford,Tennessee
The Hollywood Flames,California
Bad Star,Kentucky
Twin Limb,Kentucky
De Palma,Texas
Mary Brown Feiock,Kentucky
NeverWake,Pennsylvania
Jimmy Bryant,Georgia
Platte Valley Boneyard,Kentucky
Satellite Twin,Kentucky
The May King,Georgia
Major Holley,Michigan
Kathy Najimy,California
Rusty Clanton,Tennessee
S K Krow,Missouri
TTG,Kentucky
Twenty First Century Fox,Kentucky
Small Time Napoleon,Kentucky
Eddie Kirk,Colorado
Josh Peck,New York
Johnny Desmond,Michigan
Nat T. Winston Jr.,Tennessee
Blindspot,California
Foxlore,California
Marcia Strassman,New York
Bruce Kimmel,California
Leopold Zimmerman,Kentucky
Phil Reno,Ohio
Blue Unit,Wisconsin
Muddy Nasty River,Kentucky
Julie Byrne,New York
Great Floods,Kentucky
Ampallang Infection,Maryland
It Was Late Last Night,Georgia
Don Fleming,Georgia
Chapter 8,Michigan
Stan Arwell,New York
Chigger,Kentucky
Willie Taylor,Illinois
Samantha Davon James,Louisiana
The Cedar Shakers,California
William Blankenship,Texas
Dean Sheremet,Michigan
No Pleasure in Life,Florida
The Problems,New York
Brad Erickson,Oregon
Demetria Taylor,Illinois
Cher Von,Kentucky
Jeff Shelton,Kentucky
Wild Eyes,California
Robbie Mac,Pennsylvania
Tall Squares,Kentucky
Insanitizers,Oregon
The Bad Things,Washington
Blue Wave Theory,New Jersey
Sara Teasdale,Missouri
Terranomaly,Tennessee
Guru Ganesha Singh,Massachusetts
Rip Lee Pryor,Illinois
Ruben Dj,Puerto Rico
Titanis,Massachusetts
Huh Robots,Kentucky
Berg,Tennessee
Cynthia Norton-Ninnie,Kentucky
Jerome Lowenthal,Pennsylvania
Vigilante Santos,Washington
Tasha Page-Lockhart,Michigan
Bruce E. Thulin,Massachusetts
Colin McCaffrey,Vermont
Bruised Fruit,Kentucky
David Oppenheim,Iowa
David Oppenheim,Michigan
Mr. Wonderful Production Band,Kentucky
Eternal,Illinois
Slow Down Johnny,Kentucky
Kedo,Kentucky
Alan Jones,Washington
Blackie Forestier,Louisiana
Eugene,Kentucky
MIT Wind Ensemble,Massachusetts
Eric Griffin,Massachusetts
Alex & Adam,Kentucky
Michael J. Schumacher,"Washington, D.C."
Mutronium,New York
AD-NOIDS,Oregon
Vance Gilbert,Pennsylvania
Bead Game,Massachusetts
Cell15,Pennsylvania
Beauregard Ajax,California
The Electrolytes,Kentucky
Bear,New York
Bermuda Triangle,New York
Laurence Rosenthal,Michigan
Colette,Illinois
Sweatermeat,Kentucky
Steve Orich,New York
PAPERFOX,California
Boca Abajo,Texas
Neighbor,Kentucky
Maddox Chhim,South Carolina
Atomic Thrillride,Kentucky
Billy Seckman,Kentucky
Ken Smith,Louisiana
Pelotron,Kentucky
Greg Byers,New York
Backstreet Boys,Florida
Elliot Root,Tennessee
The Dead Guitars,California
Violet Knives,Kentucky
The No. 13s,Florida
Nathan Bowles,Virginia
Haliwel,Wisconsin
Insect Policy,Kentucky
Robert Porco,Ohio
MIT Festival Jazz Ensemble,Massachusetts
Quantum Dots,Indiana
TF Harper,Connecticut
Matchless,Washington
Jurassic 5,California
Jenna Nicholls,Pennsylvania
(ohlm),Kentucky
Natasha Ramos,Puerto Rico
Douglas Lucas,Kentucky
Allentown Symphony Orchestra,Pennsylvania
Gus Meade,Kentucky
"Owen ""Snake"" Chapman",Kentucky
The New Switcheroo,Illinois
Louis Farrakhan,New York
Meredith Graves,New York
Kirk McGee,Tennessee
Charles K. Wolfe,Missouri
Sean Ardoin,Louisiana
Benj Pasek,Pennsylvania
Kameelah Williams,Nevada
Bruce Molsky,New York
Charles Faurot,Illinois
Kevin Gray,Connecticut
Charisma,Connecticut
Friends & Relatives,Kentucky
Calliope,Washington
Phourist & The Photons,Kentucky
Michael Karman,Kentucky
Analog Cannibal,Kentucky
Dinner,Kentucky
Jim Gaskin,Kentucky
Jim Herd,Missouri
Downer,Kentucky
Desolation Angels,Michigan
Gilmer Woodruff,North Carolina
Temple of the Golden Dawn,Kentucky
Black Static Line,Kentucky
The Sidekicks,California
Underwater,Kentucky
Niko Moon,Texas
Verma,Illinois
The New Shitbirds,Kentucky
Shadowpact,Kentucky
Roger Tillison,Oklahoma
Awkwardnauts,Kentucky
MAD NOISE,California
Barry Dean,Kansas
Andy Barns & The Coheba Blues,Kentucky
Darya Pino Rose,California
Nobler Bees,Texas
The Screaming Hand,Kentucky
Bill Clark,Kentucky
Myron McCormick,Indiana
Corpus,Texas
Cosmic Michael,New York
Tails Out,Kentucky
Daniel Ellsworth,Minnesota
Isabel Ruiz Lucero,New Mexico
Rocket to Des Moines,Kentucky
Nice Hooves,Michigan
A.K. Salim,Illinois
Diverbird,Kentucky
MJ,Tennessee
Dominic Sena,Ohio
RedShadeBlue,Kentucky
David Stanley Smith,Ohio
Erstwhile Foragers,Kentucky
Andrew Kazdin,New York
Insane,Tennessee
The Hutchinsons,California
渡辺薫,Missouri
Squalor Jimmy & the G-Tones,Kentucky
Entheos,California
The Clarinet Summit,New York
Scorched,Delaware
BoneHawk,Michigan
Kenny Washington,New York
Robert Gomez,Texas
Tully Banta-Cain,California
Wayne Static,Michigan
Dre Prince,Texas
Chuck Sagle,Illinois
Shane Minor,California
Ghost Holler,Kentucky
Action Painters,New York
Your News Vehicles,Kentucky
Scott Blackwell,Texas
Smithwick Machine,Alabama
Roland Perrin,New York
Nick Burke,Kentucky
Phil Keaggy,Ohio
Ned Fairchild,Idaho
Glenn Cliffe Bainum,Illinois
Emil Mollenhauer,New York
Tom Boone And The Back Porch Pickers,Kentucky
Panther T-Shirt,Kentucky
Kim Hughes,New Jersey
Turbulent Hearts,California
"Auzman Propaganda, Man",Kentucky
Minutes After…,Pennsylvania
BEACONS,Kentucky
Beast,Colorado
Annie Gallup,Michigan
Mark Steiner & His Problems,New York
Kerosene Stars,Illinois
AnnaSophia Robb,Colorado
Iliana Rose,Florida
Phil Madeira,Tennessee
Mark Rivera,New York
Jorge Moreno,Florida
"Clifford ""Snags"" Jones",Louisiana
Ericka Yancey,California
PLS PLS,Georgia
Sonya Robinson,Wisconsin
Merle Watson,North Carolina
Catherine Lamb,Washington
Jeth Weinrich,Pennsylvania
Percy Goetschius,New Jersey
Jack Rhodes,Texas
Sasha Dobson,California
Cuero Trancao,Florida
The Shape,Missouri
Organhouse,California
Blizzard of Ozzy,Georgia
People Can Be More Awesome,New York
Chucky Workclothes,Indiana
Jim Carroll,New York
The Skull,Illinois
Retallica,Georgia
Daughters of Albion,California
Acoustic Fields,Michigan
Don Prell,California
Cheyo Carrillo,California
Failure Anthem,North Carolina
A Course of Action,North Carolina
Skinlab,California
6LACK,Maryland
The Sure Fire Soul Ensemble,California
Rosanna Arquette,New York
David Stock,Pennsylvania
Urban Gypsies of Florida,Florida
Bitter Peace,Connecticut
Bill Schmidt,New Jersey
Henry Krieger,New York
Notaker,Missouri
Sam Coomes,Texas
Mountain of Smoke,Texas
TQ,California
Esoterica,Pennsylvania
Ralph Burns,Massachusetts
Samsa,Minnesota
Nathan Larson,Minnesota
Wendy White,Illinois
The Many,New Jersey
Nancy Burns,California
Judith Beckman,North Dakota
The Catheters,Washington
Andy Hummel,Pennsylvania
Cheater Slicks,Massachusetts
The Consumers,Arizona
Workdogs,Hawaii
Demolition Doll Rods,Michigan
Brian DaMert,California
Greg Sellin,California
Sara Ann DaMert,California
The Necessary Evils,California
Stoney LaRue,Texas
Wesley Willis,Illinois
Rudy Varner,Michigan
Knoxville Girls,New York
The Gadjits,Missouri
Stubborn All-Stars,New York
Speedball Baby,New York
Ryan Carniaux,New York
U.S. Bombs,California
David Hillyard and the Rocksteady 7,New York
Christine Albert,New York
Doomtree,Minnesota
Frank van der Stucken,Texas
Joseph Bloch,Indiana
June of 44,Kentucky
G-Mo,California
The Puppies,Florida
G.B. Grayson,North Carolina
The Very Most,Idaho
Clay Everhart,North Carolina
Dialogue,Pennsylvania
Mike Danzi,New York
Lake Howard,North Carolina
Mary Jo Pehl,Minnesota
The Devil Wears Prada,Ohio
Twilight Fauna,Tennessee
The Exciters,New York
Hunter Foster,North Carolina
OC Dre,California
Finish Ticket,California
Toni Green,Tennessee
Chet Vincent & The Big Bend,Pennsylvania
Dead and Gone,California
Mack Goldsbury,New Mexico
Marshall Gilkes,Maryland
Johnny Almendra,New York
Flesh Wounds,North Carolina
Farkle,Connecticut
Sea Weeds,Minnesota
Michael Patrick Worth,Connecticut
Emetrex,Massachusetts
Dashiell Hammett,Maryland
Hollow da Don,New York
Popular Shapes,Washington
"Charles ""Chick"" Ganimian",New York
Red River Dave,Texas
Shrapnel,New Jersey
Milestone Jazzstars,California
Chris Hopkins,New Jersey
Rick Hollander,Michigan
Judy Bats,Tennessee
Eden xo,California
Smokey Mayfield,Texas
Edd Mayfield,Texas
Herb Mayfield,Oklahoma
Grace and Thieves,Oregon
J. Kingz,New Jersey
Chick Hurt,Kentucky
Salty Holmes,Kentucky
Jack Taylor,Kentucky
Dragonwyck,Ohio
Leonard Jones,Illinois
The Hospitals,Oregon
The Ponys,Maine
Eagle,Massachusetts
The Druids of Stonehenge,New York
Three Dog Night,California
J.E. Mainer,North Carolina
Neo Geo,California
The Eighth Day,Ohio
Sun Seeker,Tennessee
Raven X,Ohio
Jay Lindsey,Missouri
Jay Rensley,Missouri
Submarine Races,Illinois
Rick Kiefer,Ohio
S1ncycl3,Virginia
Steven Adler,Ohio
Sandra Church,California
The Gordian Knot,Mississippi
Brian Hyland,New York
The Glitterhouse,New York
Marshall Vore,Idaho
Araphel,Florida
Protosapien,Kansas
William Clauson,Ohio
Gadiel,Puerto Rico
Eden's Children,Massachusetts
Oscar Wright,West Virginia
Orrin Keepnews,New York
Superchief Trio,Rhode Island
Michael Pugliese,New York
Lee Michaels,California
Sgt. Scagnetti,Connecticut
Mama's Marmalade,Massachusetts
Paul Mirkovich,California
Richie Furay,Ohio
III BONES,Florida
Crystal Noir & The Obscurity,New York
Fundamentally Sound,Wisconsin
Faine Jade,New York
Michael Goldsen,New York
Brian Forsythe,Maryland
Laurie Allyn,Nebraska
Pearl Gildersleeve Curran,Colorado
Krakatoa,Minnesota
Ancalagon,New York
Space God Ritual,Oregon
Cherry People,"Washington, D.C."
Y'ALL,Virginia
Gauntlet Ring,New York
Bret Morrison,Illinois
Ben Franklin,Alaska
The New Wave,California
O‐Town,Florida
Slavic Soul Party!,New York
Johnny Kirkwood,Texas
Holy Wars,California
Davenport,Pennsylvania
Gruntruck,Washington
California Guitar Trio,California
Freshly Wrapped Candies,California
Big Drill Car,California
Tom Nicholas,Pennsylvania
Harlan T. Bobo,Tennessee
Tool Shed,New York
The Changes,Illinois
Matt Harding’s Steel Armada,Florida
Axis/Orbit,New York
The Singles,Michigan
About the Fire,Indiana
Ned Eisenberg,New York
"Teen Angst, Ugh!",New York
B.R.U.C.E.,Oregon
Totty,Oklahoma
Billy Hadnott,Texas
The Ditchflowers,Florida
Rose Marie McCoy,Arkansas
Laura Osnes,Minnesota
Morrison Road,Louisiana
The Workhorse III,Pennsylvania
Bane Star,West Virginia
The Day of Man as Man,Maryland
Ashley Putnam,New York
La Vergne Smith,Louisiana
Dana Williams,California
Gene Coye,Illinois
Gibby Haynes,Texas
Null Result,Ohio
Eli Oberstein,New York
Roses,California
The Symbols of Tyme,California
Jan & Lorraine,Michigan
Pete Holmes,Massachusetts
ULeLe,Illinois
Charley La Prade,Virginia
Sid Harkreader,Tennessee
Desaparecidos,Nebraska
Anasarca,Maryland
Rusty Day,Michigan
YHIM,New York
Marga Richter,Wisconsin
Kelly Pardekooper,Iowa
Fred Van Eps,New Jersey
Jon Christopher Nelson,Minnesota
Peter Ponzol,Pennsylvania
The Escapists,New Hampshire
Echosmith,California
Clear Pioneer,Wisconsin
The Buzzkillers,Texas
Ron Williams,California
Allan Praskin,California
Charles Berry,North Carolina
Shirley Thompson,Florida
Say Hello to the Angels,Texas
Sammy Hagar,California
People of Sunset Strip,California
Measured in Grey,New York
Dreamkiller,North Carolina
Absinthe,Wisconsin
Michael Coleman,Illinois
American Pinup,New York
Beato Band,California
Aaron Bruno,California
Nothing but Wolves,New York
Lost in Society,New Jersey
American Idiots,California
The La Donnas,Colorado
Kindest Lines,Louisiana
Mr. Majesty,New York
Stooges Brass Band,Louisiana
The Kowalskis,New York
Billy Jones,Michigan
The Baptist Generals,Texas
Elmer Schneider,Oklahoma
Rahki,California
Jonas Brothers,New Jersey
Harry Saltzman,New York
Jaime St. James,Oregon
Lidell Townsell,Illinois
Dana Burnet,Ohio
Boas,Illinois
Goya Gumbani,New York
Douglas Ahlstedt,New York
Two Fisted Law,Connecticut
Michael Charles,Texas
Desert Sessions,California
The Jai-Alai Savant,Pennsylvania
New Red Scare,New York
Kosmik Movements,New York
PPL MVR,California
Floyd Newman,Tennessee
Kaneholler,New York
The Sweet Inspirations,New York
James Hutchinson,Massachusetts
Warren Burton,Illinois
Robert Dick,New York
Russ Spiegel,California
Swamp Devil,Oregon
SuperGiant,New Mexico
Ed Sperber,Kansas
Tangents,California
KiKi Layne,Ohio
Dennis Drew,New York
The Pandemics,New York
Ara Berberian,Michigan
Damn Broads,Connecticut
Vibe Street,Connecticut
Cop Warmth,Texas
Watery Love,Pennsylvania
Wounded Lion,California
Kid Congo & The Pink Monkey Birds,California
The Fresh & Onlys,California
Dawn Sears,Minnesota
Georganne Deen,Texas
The Circus Kids,California
Tom Terrell,New Jersey
Walk the Plank,"Washington, D.C."
Fred Tackett,Arkansas
Godfrey Cambridge,New York
Peter J. Nash,New York
Jerry Marotta,Ohio
The Flips,Illinois
Ill Wind,Massachusetts
Ilmo Smokehouse,Illinois
Dead Aces,New York
Mild Things,New York
Monmouth Civic Chorus,New Jersey
Jeannine Altmeyer,California
Your Enemies Friends,California
The Oddfathers,Minnesota
Tom van der Geld,Massachusetts
The Anderson Council,New Jersey
Satisfact,Washington
Wild Blue,Illinois
Dragonwyck,Ohio
Monty Waters,California
Tim Wells,Maryland
Singa Bromfield,Tennessee
The Grim Reepers,California
The Andersons,California
Pathway to Providence,Florida
The Shazam,Tennessee
Lowery 66,Texas
Johnny Goudie,Florida
A Static Lullaby,California
The Knack,California
Cecil Seaskull,New York
David Schwimmer,New York
Zenzi Lee,New York
Holopaw,Florida
John M. Keane,California
Andy Hunter,Michigan
Forrest Hoffar,Florida
Martin Vidnovic,Virginia
Rodney Saulsberry,Michigan
David Harris,Missouri
Such Gold,New York
Ron Miller,California
Franciszek Dukli Wiejska Banda,Illinois
Lawanda McFarland,New York
Martin Kratt,New Jersey
Irwin Chusid,New Jersey
Courtney Love,California
Jimmy Mitchell,Texas
Penthouse Players Clique,California
Nero’s Day at Disneyland,California
Beth Levin,Pennsylvania
Blair Underwood,Washington
Carolyn McCormick,Texas
Sacramento Philharmonic Orchestra,California
WICKED,New York
Chris Kratt,New Jersey
Mosie Lister,Georgia
Joseph S. DeBeasi,Massachusetts
Lowrell Simon,Illinois
EXO,Colorado
Dryer,New York
Bobby Dall,Pennsylvania
Salaryman,Illinois
Dennis Russell Davies,Ohio
Zack Mack,Tennessee
Ruth Pelham,New York
Chico Álvarez,New York
Ethan Suplee,New York
T.J. Miller,Colorado
Waterman's Hollow,Washington
Sister Machine Gun,Illinois
Dudja,Massachusetts
Ca$hflow Harlem,New York
Bruce Sussman,New York
Ruth Young,New York
T.J. Fowler,Georgia
Beverly Kenney,New Jersey
Forest Whittaker,Texas
McCloud Zicmuse,Arkansas
Graveyard Soldjas,Louisiana
Platforms,Illinois
Isabel Trautwein,Alabama
Dillon O'Brian,Maryland
Trevor Sensor,Illinois
Julio Angel,Puerto Rico
Claydes Smith,New Jersey
Unsane,New York
Santos,California
Atlantic Line,California
Khemmis,Colorado
Mona Lysa,Texas
Wildman Steve,Florida
Cole Medina,California
Flora,Illinois
Bloodstrike,Colorado
Ben Kweller,California
FarePlay,Texas
Mark DeBarge,Michigan
Gregg Diamond,New York
An Obscure Signal,"Washington, D.C."
Jessica Pratt,California
RI¢HIE,Tennessee
Chrissie Fit,Florida
Gypsy and His Band of Ghosts,Pennsylvania
Tim Commerford,California
Chris Cornell,Washington
Brad Wilk,Oregon
John 5,Michigan
Public Domain,California
Jen Chapin,New York
Aureylian,Missouri
Will Weldon,Mississippi
Sam Amidon,Vermont
Randy Rand,California
RAQIA,California
Zoo Story,California
Texas in July,Pennsylvania
Jeanie Bryson,New York
Drab Majesty,California
Fit of Anger,New York
K*O*B,Missouri
Fleming Williams,Michigan
Joyce Manor,California
Hans Glader,California
Alice Talon,Ohio
Beat the Devil,New York
JAN,New York
Louise Massey,Texas
Mickey Thomas,Georgia
Thomas Drescher,New York
Todd Hallowell,Pennsylvania
Donald Dean,Kansas
Glenn Jones,Florida
Atlas,Pennsylvania
Howard Alden,California
Christopher Maloney,New York
Tracie Thoms,Maryland
Theodore Bloomfield,Ohio
Sassparilla,Oregon
Brett Detar,Pennsylvania
Boomkat,Pennsylvania
Tameka “Tiny” Cottle,Georgia
Sékou,Massachusetts
The Hollywood Vines,California
Bibilic Blood,Ohio
Shannon Lawson,Kentucky
Mouth of the South,Texas
Andres Fresko,Florida
The Wallflowers,California
Ross Macdonald,California
NEW LANGUAGE,California
Lia Marie Johnson,Hawaii
Sergulath,California
Associated Press,New York
Marty Maggio,Missouri
Tom Skinner,Oklahoma
Roy C. Bennett,New York
KLC,Louisiana
DoMorr,Alabama
Dead Cult,Oregon
Clifton Williams,Arkansas
Lectro Dub,Florida
Greenbeard,Texas
Ashley Gorley,Kentucky
Bret Michaels,Pennsylvania
Mountainwolf,Maryland
C.C. DeVille,New York
Rikki Rockett,Pennsylvania
Angels of Light,New York
Patrick McGoohan,New York
Mane of the Cur,Oregon
Michael Gira,California
Centuries,New York
Eric Gibson,New York
Leigh Gibson,New York
Alan Bartram,West Virginia
Terry Bozzio,California
Dweezil Zappa,California
The Other Kids,Wisconsin
Marty Friedman,"Washington, D.C."
Nathaniel Watson,Massachusetts
The Rousers,Wisconsin
Railway Gamblers,Illinois
The Secret Light,Oregon
Terrance Nathan,Louisiana
Patrice Moncell,Mississippi
Mise,Louisiana
Greig McRitchie,California
The Jinkies,Minnesota
T.Roux,Texas
Into Shadow,New York
Mel London,Mississippi
Nightingail,Tennessee
Sleepy John Estes,Tennessee
The Eyesores,Rhode Island
The Never Ending,California
Preston Foster,New Jersey
Maryanne,Arizona
Ray Wylie Hubbard,Oklahoma
Tippy Dos Santos,Texas
Skitzofreniks,Massachusetts
Carlos D Smith,Tennessee
The Polyphonic Spree,Texas
George Russell,Ohio
Jeremy Messersmith,South Carolina
Night Divine,Wisconsin
Bridget Benenate,Michigan
Cerebellion,California
Walter Schumann,New York
Arthur Morton,Minnesota
Floyd Murphy,Tennessee
Jerry Adler,Maryland
Ben Branch,Tennessee
Gary Baker,New York
Stiv Bators,Ohio
Bernard Edwards,North Carolina
Soundmaster T,Illinois
Jah-Rista,Alabama
Julianne Phillips,Illinois
David Thomas,Florida
Mousey Alexander,Indiana
Alan Curtis,Michigan
Matt Treder,Washington
57th Street Rogue Dog Villians,Missouri
Festering Rinyanyons,Illinois
Baby Colors,Nevada
Fellaheen,California
Red Vamp,Texas
The Hit Men,New York
Laurie Lipton,New York
Harold Johnson,Texas
Eck Robertson,Arkansas
Jim Burris,Tennessee
Javier Gándara,Puerto Rico
12twlv,Nevada
The Visible Men,Oregon
Frog,New York
Rory Stuart,New York
Michael Lindsay-Hogg,New York
Bo Rhambo,Texas
Five Finger Death Punch,Nevada
H₂O,New York
Foxygen,California
Dennis DeYoung,Illinois
Royal Flush,New York
The Whitefronts,California
Reed Foehl,Massachusetts
Cab Calloway,New York
Dan Woren,California
Dynamite Pleasure Chair,New York
Bear Rinehart,South Carolina
Bo Rinehart,South Carolina
Arthur Godfrey,New York
Evan Williams,Ohio
Slick Master Rick,Illinois
Teresa Bright,Hawaii
Brandon Beal,Texas
Lambert Orkis,Pennsylvania
Carmen,California
Howard Drossin,California
Bob Kenmotsu,California
Big Season Muzik,North Carolina
Closedown,California
Rob Swift,New York
beans,Wisconsin
Detroit Warriors,Michigan
Dark Hound,Tennessee
Ginger Holladay,Alabama
Sylvia Deutscher,New York
Chris Reddan,New York
Stonebriar Community Church Sanctuary Choir,Texas
K.Avett,Texas
Jim Morrison,Florida
Baked Goods,New York
Jake Pitts,Idaho
Cold Ash,Texas
Tim Alexander,North Carolina
Eddie Brigati,New Jersey
Joseph DiDonato,California
SWIM,Illinois
St. James's Gate,Oregon
Osborne Bingham,New York
Annie Sutton,Pennsylvania
Jessamine,Ohio
Mom’s Apple Pie,Ohio
Tom Saviano,Illinois
Fernando Arbello,Puerto Rico
Seth Glier,Massachusetts
Scott Sturgis,Ohio
Morning,California
Tom Bower,Colorado
Stonebriar Community Church Orchestra,Texas
Otis Rush,Mississippi
Slow Season,California
Rob Mazurek,New Jersey
Cody Beebe & the Crooks,Washington
Marlon Porter,California
Fred Lonberg-Holm,Delaware
Lou Donaldson,North Carolina
Tha Alkaholiks,California
Marc Beeson,Illinois
Electro-Shock Machine,Texas
Chuck Swindoll,Texas
Ken Vandermark,Rhode Island
Edythe Baker,Kansas
Newman Baker,Virginia
Burt Bales,Montana
Tom Baker,California
Written in Ashes,Oregon
Tom King,Michigan
Idlehands,California
Randy Brown,Tennessee
Best Defense,Pennsylvania
Jeb Bishop,North Carolina
Oslo,California
Taking Back Sunday,New York
St8 of Grace,Illinois
Ese,Texas
Oscar Levant,Pennsylvania
Love Gang,Colorado
Matthew Morgan,Ohio
The Killer Hearts,Texas
Jethro Skull,Louisiana
Cyndi Lauper,New York
Dave Hillyard,California
Gus Levene,Texas
Pesky J. Nixon,Massachusetts
Pezz,Tennessee
Plug Spark Sanjay,New Jersey
The Razzels,New York
Hawthorne Heights,Ohio
Tony Velona,New Jersey
Archie Bleyer,New York
Galactic Cowboys,Texas
Corey Cee,Louisiana
Enuff Z’Nuff,Illinois
Spooner,Wisconsin
DJ Swift,Texas
First Person,Wisconsin
Fat Pat,Texas
Galatra,New Jersey
Pyramids on Mars,California
Fiya n Ice,Louisiana
Butch Vig,Wisconsin
Long Gone Blond,California
Iya Terra,California
Dawn Patrol,Tennessee
Sidewalk Chalk,Illinois
Book on Tape Worm,Utah
Manchild Empire,Tennessee
Judgement of Paris,Minnesota
David White,Pennsylvania
The Cretones,California
Jolie Lindholm,New York
Brianna Perry,Florida
Modern Sleeping,New York
Future Jazz Project,Colorado
Wazmo Nariz,Illinois
Bill LaVorgna,New Jersey
Empyrean Atlas,New York
Ben Ryan,Missouri
Marshall Chess,Illinois
B.A.C.A.,California
Smooth,California
Octopus,Maryland
Bella’s Bartok,Massachusetts
brentalfloss,Texas
Bit Brigade,Georgia
K3n Adams,Delaware
Robert Hanson,Minnesota
The Arcs,Georgia
"E. E. ""Doc"" Smith",Wisconsin
squint,Michigan
Pam Hutchinson,Illinois
The Walkup,New York
George Horga Jr.,Illinois
Bronwyn Keith-Hynes,Virginia
Lorin Bernsohn,New York
Jody Sandhaus,Texas
Spirit Animal,California
Phil Rizzuto,New York
Jeanne Lamon,New York
Etchmark,Texas
Marc Ribot,New Jersey
Derek Engemann,Missouri
Videri String Quartet,Massachusetts
Temptress,Texas
Ben Hayslip,Georgia
Hoppe Reiter,Michigan
The Brazilionaires,Illinois
Ryan Hurd,Michigan
Total Devotion,Maryland
Chris G,Arizona
Karate Coyote,Ohio
Red Robot,California
Brad Rigney,California
Jeremiah Menez,California
Isadora,New York
Teenage Time Killers,California
Older Sun,California
Michael Keaton,Pennsylvania
Florida College Alumni Chorus,Florida
Samwell,South Carolina
Van Alexander,New York
The Frytown Toughs,Arizona
The Lubbock Chorale,Texas
